Fruit_ID,Fruit_Type,Size_cm,Weight_g,Color_Intensity,Ripeness_Level,Firmness,Sweetness,Defect_Count,Bruise_Score,Spot_Score,Defect_Score,Size_to_Weight_Ratio,Grade
FR05973,Apple,8.78,166.07,0.35,0.49,0.7,0.48,4,0.06,0.57,0.33,5.29,Local
FR05974,Apple,8.4,133.82,0.77,0.29,0.97,0.53,1,0.93,0.11,0.35,6.28,Reject
FR05975,Pear,8.19,204.18,0.64,0.49,0.74,0.92,1,0.4,0.99,0.37,4.01,Local
FR05976,Peach,7.7,155.2,0.83,0.38,0.55,0.43,0,0.29,0.0,0.09,4.96,Reject
FR05977,Mango,10.32,284.14,0.43,0.91,0.77,0.59,0,0.15,0.16,0.08,3.63,Local
FR05978,Pomegranate,7.75,325.25,0.48,0.56,1.0,0.19,1,0.43,0.18,0.21,2.38,Local
FR05979,Strawberry,3.39,25.05,0.68,0.83,0.89,0.24,2,0.37,0.87,0.38,13.53,Local
FR05980,Peach,5.72,177.03,0.64,0.69,0.09,0.55,2,0.92,0.35,0.45,3.23,Local
FR05981,Mango,10.52,235.77,0.57,0.21,0.57,0.7,3,0.21,0.83,0.38,4.46,Reject
FR05982,Pomegranate,9.21,250.72,0.82,0.87,0.79,0.44,0,0.09,0.04,0.03,3.67,Local
FR05983,Orange,7.43,133.4,0.7,0.09,0.67,0.43,4,0.28,0.96,0.47,5.57,Reject
FR05984,Mango,10.07,268.26,0.8,0.45,0.42,0.26,1,0.55,0.85,0.38,3.76,Local
FR05985,Strawberry,3.12,17.7,0.41,0.24,0.32,0.7,2,0.33,0.48,0.29,17.64,Reject
FR05986,Watermelon,20.88,4622.05,0.81,0.54,0.63,0.01,0,0.31,0.15,0.12,0.45,Local
FR05987,Banana,20.83,104.77,0.62,0.3,0.41,0.51,1,0.4,0.22,0.21,19.88,Reject
FR05988,Apple,7.3,164.65,0.32,0.72,0.39,0.0,2,0.87,0.23,0.41,4.43,Local
FR05989,Banana,17.2,160.11,0.46,0.94,0.84,0.59,2,0.66,0.7,0.44,10.74,Local
FR05990,Peach,6.86,147.04,0.32,0.71,0.32,0.03,1,0.53,0.37,0.28,4.67,Local
FR05991,Watermelon,27.83,5693.43,0.62,0.36,0.64,0.94,1,0.4,0.0,0.17,0.49,Reject
FR05992,Apple,8.22,156.13,0.53,0.6,0.87,0.48,0,0.07,0.38,0.1,5.27,Local
FR05993,Pomegranate,11.19,275.81,0.99,0.89,0.62,0.68,2,0.88,0.57,0.48,4.06,Local
FR05994,Peach,6.63,126.44,0.91,0.27,0.49,0.85,1,0.13,0.05,0.1,5.24,Reject
FR05995,Strawberry,2.77,22.46,0.88,0.12,0.04,0.24,0,0.19,0.55,0.17,12.35,Reject
FR05996,Pear,6.46,179.85,0.65,0.13,0.68,0.54,2,0.45,0.78,0.39,3.59,Reject
FR05997,Pomegranate,8.78,374.08,0.86,0.49,1.0,0.86,0,0.14,0.56,0.15,2.35,Local
FR05998,Mango,8.58,216.21,0.49,0.73,0.81,0.54,3,0.64,0.33,0.41,3.97,Local
FR05999,Pear,8.85,174.67,0.69,0.66,0.63,0.39,2,0.49,0.36,0.32,5.07,Local
FR06000,Peach,6.54,138.3,0.58,0.45,0.47,0.37,2,0.5,0.43,0.34,4.73,Local
FR06001,Mango,9.34,263.39,0.42,0.73,0.22,0.38,1,0.97,0.85,0.51,3.55,Local
FR06002,Strawberry,2.52,19.92,0.35,0.63,0.69,0.62,1,0.67,0.03,0.26,12.67,Local
FR06003,Banana,16.7,138.29,0.69,0.63,0.18,0.05,0,0.73,0.35,0.29,12.08,Local
FR06004,Mango,13.32,237.59,0.37,0.2,0.89,0.42,2,0.61,0.96,0.47,5.61,Reject
FR06005,Banana,21.0,114.31,0.8,0.31,0.35,0.56,0,0.26,0.83,0.24,18.37,Reject
FR06006,Apple,7.07,201.9,0.95,0.34,0.4,0.79,4,0.06,0.13,0.25,3.5,Reject
FR06007,Orange,7.97,150.1,0.41,0.81,0.22,0.53,3,0.56,0.35,0.39,5.31,Local
FR06008,Grapes,2.16,5.21,0.63,0.78,0.48,0.93,0,0.45,0.02,0.14,41.59,Export
FR06009,Pomegranate,8.93,224.29,0.82,0.25,0.68,0.44,1,0.12,0.73,0.23,3.98,Reject
FR06010,Grapes,1.94,5.47,0.5,0.06,0.3,0.65,3,0.86,0.1,0.43,35.39,Reject
FR06011,Apple,7.88,181.66,0.94,0.77,0.7,0.02,1,0.5,0.39,0.28,4.34,Local
FR06012,Mango,11.51,217.07,0.92,0.41,0.62,0.24,0,0.45,0.9,0.32,5.3,Local
FR06013,Apple,6.73,156.23,0.37,0.22,0.37,0.82,0,0.42,0.14,0.15,4.31,Reject
FR06014,Grapes,1.87,5.25,0.32,0.12,0.31,0.59,2,0.74,0.33,0.39,35.68,Reject
FR06015,Grapes,1.83,4.54,0.98,0.01,0.86,0.95,2,0.05,0.82,0.28,40.27,Reject
FR06016,Pomegranate,10.14,286.22,0.97,0.43,0.01,0.75,2,0.22,0.63,0.29,3.54,Local
FR06017,Pear,8.24,180.48,0.6,0.34,0.72,0.45,0,0.9,0.76,0.42,4.57,Reject
FR06018,Watermelon,29.14,5220.34,0.34,0.7,0.42,0.78,0,0.04,0.96,0.2,0.56,Local
FR06019,Apple,8.57,141.95,0.73,0.98,0.72,0.47,1,0.61,0.91,0.42,6.04,Local
FR06020,Orange,8.42,202.16,0.51,0.21,0.51,0.33,0,0.24,0.29,0.13,4.17,Reject
FR06021,Watermelon,22.63,4113.58,0.96,0.24,0.08,0.05,1,0.54,0.3,0.27,0.55,Reject
FR06022,Apple,8.17,181.01,0.86,0.34,0.98,0.87,3,0.53,0.09,0.33,4.51,Reject
FR06023,Strawberry,3.46,16.84,0.75,0.47,0.09,0.42,0,0.66,0.38,0.27,20.56,Local
FR06024,Peach,6.91,152.56,0.5,0.7,0.16,0.69,1,0.17,0.77,0.26,4.53,Local
FR06025,Peach,6.66,152.75,0.79,0.35,0.42,0.15,2,0.64,0.26,0.34,4.36,Reject
FR06026,Grapes,2.28,5.18,0.5,0.1,0.94,0.83,3,0.78,0.83,0.55,44.0,Reject
FR06027,Peach,6.98,157.42,0.33,0.73,0.29,0.82,2,0.18,0.57,0.27,4.43,Local
FR06028,Banana,16.15,102.82,0.66,0.79,0.57,0.48,0,0.79,0.36,0.31,15.71,Local
FR06029,Orange,7.26,138.93,0.64,0.25,0.52,0.67,1,0.12,0.42,0.17,5.23,Reject
FR06030,Peach,6.33,178.44,0.83,0.14,0.33,0.52,1,0.26,0.77,0.28,3.54,Reject
FR06031,Mango,13.87,236.74,0.91,0.53,0.7,0.55,0,0.36,0.32,0.17,5.86,Local
FR06032,Banana,18.2,116.62,0.55,0.21,0.5,0.89,1,0.31,0.72,0.29,15.6,Reject
FR06033,Watermelon,28.32,5979.23,0.61,0.37,0.58,0.97,0,0.73,0.42,0.3,0.47,Reject
FR06034,Banana,14.16,128.57,0.63,0.78,0.21,0.37,1,0.27,0.82,0.29,11.01,Local
FR06035,Apple,6.75,202.2,0.53,0.22,0.93,0.33,0,0.75,0.21,0.27,3.34,Reject
FR06036,Grapes,2.11,4.38,0.82,0.81,0.11,0.3,0,0.06,0.31,0.08,48.05,Local
FR06037,Pomegranate,8.74,267.86,0.67,0.67,0.69,0.77,2,0.32,0.5,0.3,3.26,Local
FR06038,Pomegranate,9.57,323.76,0.94,0.22,0.89,0.72,2,0.91,0.75,0.52,2.96,Reject
FR06039,Strawberry,3.02,25.52,0.76,0.53,0.08,0.04,0,0.39,0.16,0.15,11.83,Local
FR06040,Orange,8.95,130.31,0.45,0.61,0.03,0.09,0,0.47,0.9,0.32,6.86,Local
FR06041,Apple,8.07,201.06,0.42,0.2,0.33,0.65,3,0.75,0.02,0.38,4.01,Reject
FR06042,Pomegranate,10.33,265.86,0.56,0.14,0.79,0.27,0,0.05,0.03,0.02,3.89,Reject
FR06043,Grapes,2.2,7.25,0.54,0.53,0.72,0.09,1,0.7,0.45,0.35,30.29,Local
FR06044,Watermelon,25.32,4525.51,0.58,0.69,0.82,0.41,1,0.06,0.83,0.24,0.56,Local
FR06045,Pomegranate,9.19,290.36,0.43,0.47,0.4,0.88,0,0.55,0.13,0.19,3.16,Local
FR06046,Mango,10.31,266.56,0.98,0.07,0.99,0.37,0,0.61,0.49,0.28,3.87,Reject
FR06047,Banana,15.29,108.02,0.4,0.93,0.37,0.7,2,0.14,0.43,0.23,14.16,Local
FR06048,Pomegranate,9.82,206.3,0.76,0.69,0.81,0.9,0,0.85,0.74,0.4,4.76,Local
FR06049,Apple,8.87,111.71,0.31,0.62,0.35,0.17,1,0.57,0.21,0.26,7.94,Local
FR06050,Peach,5.55,129.52,0.58,0.64,0.22,0.61,2,0.15,0.59,0.27,4.28,Local
FR06051,Peach,7.24,167.83,0.52,0.4,0.34,0.91,4,0.86,0.92,0.64,4.31,Reject
FR06052,Watermelon,25.17,4815.08,0.57,0.98,0.19,0.19,0,0.82,0.06,0.26,0.52,Local
FR06053,Peach,7.49,121.71,0.65,0.13,0.13,0.99,1,0.67,0.88,0.43,6.15,Reject
FR06054,Watermelon,25.42,4100.42,0.72,0.74,0.36,0.37,0,0.41,0.21,0.16,0.62,Local
FR06055,Apple,8.08,156.88,0.71,0.42,0.15,0.22,3,0.49,0.08,0.31,5.15,Local
FR06056,Orange,6.78,153.71,0.74,0.88,0.5,0.84,2,0.7,0.32,0.37,4.41,Local
FR06057,Peach,7.13,164.68,0.89,0.72,0.04,0.47,1,0.3,0.51,0.24,4.33,Local
FR06058,Strawberry,2.83,19.77,0.92,0.56,0.43,0.67,0,0.6,0.36,0.25,14.29,Local
FR06059,Grapes,1.82,5.65,0.82,0.94,0.96,0.49,1,0.62,0.13,0.26,32.16,Local
FR06060,Banana,19.63,129.14,0.36,0.91,0.36,0.64,2,0.22,0.48,0.26,15.2,Local
FR06061,Peach,6.41,158.59,0.97,0.05,0.14,0.04,0,0.13,0.0,0.04,4.04,Reject
FR06062,Watermelon,20.41,3698.52,0.96,0.19,0.31,0.35,0,0.16,0.01,0.05,0.55,Reject
FR06063,Apple,6.78,159.2,0.8,0.68,0.79,0.66,1,0.02,0.83,0.22,4.26,Export
FR06064,Peach,7.57,77.5,0.66,0.92,0.31,0.35,0,0.75,0.57,0.34,9.76,Local
FR06065,Pomegranate,10.43,285.51,0.48,0.43,0.38,0.78,2,0.81,0.36,0.42,3.65,Local
FR06066,Peach,5.68,142.12,0.83,0.04,0.79,0.96,2,0.8,0.4,0.42,4.0,Reject
FR06067,Watermelon,28.28,5449.58,0.91,0.64,0.26,0.04,1,0.93,0.46,0.42,0.52,Local
FR06068,Mango,12.45,198.77,0.77,0.19,0.48,0.86,1,0.08,0.24,0.12,6.26,Reject
FR06069,Mango,10.45,215.32,0.74,0.55,0.06,0.17,1,0.93,0.73,0.47,4.85,Local
FR06070,Peach,8.44,153.43,0.44,0.38,0.17,0.92,2,0.5,0.31,0.31,5.5,Reject
FR06071,Banana,24.15,111.58,0.55,0.56,0.21,0.95,0,0.39,0.58,0.23,21.64,Local
FR06072,Apple,7.3,156.57,0.81,0.93,0.46,0.57,3,0.14,0.13,0.22,4.67,Export
FR06073,Strawberry,4.08,18.9,0.31,0.49,0.82,0.48,2,0.48,0.03,0.25,21.58,Local
FR06074,Strawberry,3.55,20.29,0.75,0.03,0.35,0.76,2,0.68,0.15,0.33,17.51,Reject
FR06075,Peach,7.03,126.3,0.84,0.58,0.38,0.92,1,0.09,0.35,0.15,5.57,Local
FR06076,Peach,6.88,136.22,0.53,0.33,0.3,0.23,1,0.98,0.14,0.37,5.05,Reject
FR06077,Mango,10.99,285.38,0.35,0.78,0.32,0.38,1,0.92,0.66,0.46,3.85,Local
FR06078,Watermelon,30.28,4369.67,0.87,0.47,0.4,0.42,0,0.89,0.16,0.3,0.69,Local
FR06079,Banana,17.15,105.15,0.4,0.74,0.9,0.85,0,0.41,0.81,0.29,16.31,Local
FR06080,Peach,7.16,128.69,0.56,0.91,0.02,0.14,0,0.86,0.8,0.42,5.56,Local
FR06081,Strawberry,3.6,23.31,0.8,0.36,0.62,0.62,1,0.13,0.28,0.14,15.45,Reject
FR06082,Apple,5.58,171.8,0.87,0.99,0.89,0.35,1,0.91,0.47,0.42,3.25,Local
FR06083,Orange,7.09,160.36,0.9,0.15,0.42,0.89,0,0.85,0.68,0.39,4.42,Reject
FR06084,Pomegranate,8.03,330.24,0.67,0.64,0.65,0.34,3,0.59,0.42,0.41,2.43,Local
FR06085,Peach,7.77,151.94,0.63,0.03,0.59,0.98,1,0.66,0.08,0.26,5.11,Reject
FR06086,Watermelon,27.38,4440.78,0.89,0.21,0.34,0.02,1,0.35,0.28,0.21,0.62,Reject
FR06087,Peach,6.48,155.8,0.69,0.63,0.14,0.24,1,0.95,0.51,0.44,4.16,Local
FR06088,Watermelon,22.7,6084.23,0.71,0.05,0.22,0.46,3,0.07,0.82,0.33,0.37,Reject
FR06089,Banana,17.3,129.03,0.6,0.1,0.06,0.26,0,0.89,0.07,0.28,13.41,Reject
FR06090,Orange,9.39,134.11,0.56,0.29,0.76,0.74,1,0.26,0.18,0.16,7.0,Reject
FR06091,Grapes,2.02,5.79,0.64,0.58,0.53,0.81,2,0.81,0.93,0.53,34.82,Local
FR06092,Apple,8.91,152.13,0.56,0.02,0.79,0.7,0,0.05,0.32,0.08,5.86,Reject
FR06093,Apple,7.5,154.4,0.54,0.48,0.29,0.97,0,0.24,0.38,0.15,4.86,Local
FR06094,Watermelon,29.34,4790.67,1.0,0.63,0.8,0.46,0,0.2,0.67,0.19,0.61,Local
FR06095,Mango,11.1,234.0,0.54,0.4,0.31,0.98,2,0.98,0.37,0.47,4.75,Local
FR06096,Watermelon,27.12,5116.64,0.48,0.07,0.12,0.12,1,0.21,0.23,0.16,0.53,Reject
FR06097,Mango,9.68,213.67,0.55,0.61,0.53,0.85,0,0.37,0.97,0.31,4.53,Local
FR06098,Pear,6.84,157.55,0.71,0.61,0.95,0.04,2,0.3,0.52,0.29,4.34,Local
FR06099,Strawberry,3.83,23.97,0.94,0.51,0.41,0.53,1,0.99,0.37,0.42,15.99,Local
FR06100,Apple,8.66,173.31,0.85,0.69,0.52,0.48,2,0.62,0.76,0.44,5.0,Local
FR06101,Banana,17.73,133.95,0.89,0.21,0.45,0.86,2,0.36,0.1,0.23,13.23,Reject
FR06102,Watermelon,25.86,6353.34,0.9,0.68,0.46,0.7,1,0.91,0.9,0.5,0.41,Local
FR06103,Banana,17.79,144.17,0.94,0.16,0.21,0.44,3,0.71,0.81,0.52,12.34,Reject
FR06104,Orange,8.29,166.55,0.46,0.39,0.42,0.9,0,0.7,0.38,0.29,4.98,Reject
FR06105,Banana,13.66,136.73,0.62,0.07,0.5,0.89,1,0.49,0.19,0.23,9.99,Reject
FR06106,Peach,6.89,130.68,0.57,0.82,0.74,0.02,0,0.5,0.86,0.32,5.27,Local
FR06107,Strawberry,2.88,19.98,0.57,0.54,0.14,0.87,1,0.73,0.96,0.46,14.4,Local
FR06108,Peach,7.03,112.64,0.76,0.97,0.57,0.53,3,0.01,0.05,0.16,6.24,Export
FR06109,Pomegranate,7.41,300.44,0.58,0.94,0.66,0.84,3,0.44,0.99,0.48,2.47,Local
FR06110,Watermelon,27.62,5142.71,0.73,1.0,0.38,0.18,2,0.98,0.39,0.47,0.54,Local
FR06111,Apple,9.1,157.93,0.57,0.1,0.55,0.15,1,0.65,0.81,0.41,5.77,Reject
FR06112,Watermelon,24.84,4312.23,0.52,0.61,0.71,0.72,0,0.38,0.46,0.21,0.58,Local
FR06113,Strawberry,2.84,25.56,0.55,0.41,0.47,0.28,1,0.17,0.52,0.21,11.13,Local
FR06114,Grapes,2.27,3.96,0.86,0.53,0.33,0.56,1,0.36,0.54,0.26,57.42,Local
FR06115,Grapes,2.04,4.92,0.72,0.31,0.82,0.69,0,0.48,0.96,0.34,41.37,Reject
FR06116,Pomegranate,8.7,262.82,0.98,0.05,0.99,0.61,2,0.63,0.63,0.42,3.31,Reject
FR06117,Strawberry,3.66,22.45,0.88,0.71,0.22,0.7,3,0.98,0.3,0.5,16.3,Local
FR06118,Pear,9.43,176.75,0.64,0.97,0.89,0.62,0,0.5,0.63,0.27,5.34,Local
FR06119,Pear,8.83,205.29,0.47,0.53,0.55,0.38,1,0.36,0.09,0.18,4.3,Local
FR06120,Pear,9.5,181.96,0.77,0.33,0.45,0.09,1,0.25,0.33,0.19,5.22,Reject
FR06121,Apple,7.97,168.29,0.81,0.94,0.89,0.86,2,0.77,0.17,0.36,4.73,Local
FR06122,Apple,7.55,179.72,0.62,0.36,0.91,0.85,3,0.46,0.61,0.41,4.2,Reject
FR06123,Pear,7.84,168.89,0.46,0.91,0.27,0.01,1,0.73,0.53,0.37,4.64,Local
FR06124,Grapes,2.15,4.15,0.69,0.86,0.36,0.84,4,0.28,0.72,0.43,51.72,Local
FR06125,Strawberry,2.84,20.19,0.48,0.53,0.85,0.15,0,0.37,0.34,0.18,14.06,Local
FR06126,Banana,14.34,96.62,0.96,0.68,0.49,0.33,0,0.96,0.99,0.48,14.84,Local
FR06127,Strawberry,3.82,19.39,0.74,0.7,0.29,0.41,3,0.23,0.32,0.28,19.69,Local
FR06128,Pear,10.39,147.47,0.5,0.64,0.96,0.68,0,0.32,0.05,0.11,7.04,Local
FR06129,Strawberry,3.46,21.2,0.45,0.16,0.22,0.09,0,0.51,0.27,0.21,16.32,Reject
FR06130,Orange,6.45,173.21,0.8,0.69,0.61,0.83,1,0.53,0.62,0.33,3.72,Local
FR06131,Apple,8.49,121.38,0.8,0.0,0.43,0.94,1,0.07,0.76,0.22,6.99,Reject
FR06132,Apple,7.96,169.26,0.72,0.71,0.45,0.95,3,0.97,0.24,0.49,4.7,Local
FR06133,Grapes,1.86,3.89,0.73,0.55,0.11,0.09,1,0.3,0.78,0.3,47.77,Local
FR06134,Banana,18.6,159.8,0.72,0.26,0.26,0.92,0,0.05,0.34,0.08,11.64,Reject
FR06135,Pear,8.58,222.37,0.55,0.8,0.17,0.57,1,0.25,0.16,0.16,3.86,Local
FR06136,Watermelon,22.74,5161.66,0.96,0.41,0.75,0.73,2,0.4,0.14,0.25,0.44,Local
FR06137,Grapes,2.19,4.99,0.64,0.49,0.7,0.93,1,0.23,0.82,0.28,43.76,Local
FR06138,Grapes,1.93,5.54,0.31,0.03,0.79,0.66,1,0.15,0.24,0.14,34.78,Reject
FR06139,Banana,22.09,125.41,0.54,0.4,0.7,0.46,0,0.51,0.22,0.2,17.61,Local
FR06140,Peach,6.57,136.02,0.39,0.17,0.13,0.53,0,0.8,0.88,0.42,4.83,Reject
FR06141,Pear,11.72,183.64,0.55,0.28,0.98,0.68,0,0.7,0.36,0.28,6.38,Reject
FR06142,Watermelon,23.22,4141.2,0.73,0.25,0.19,0.94,1,0.43,0.99,0.38,0.56,Reject
FR06143,Apple,6.25,168.73,0.32,0.05,0.35,0.89,3,0.12,0.27,0.24,3.7,Reject
FR06144,Banana,19.41,112.86,0.91,0.46,0.71,0.58,0,0.95,0.66,0.42,17.2,Local
FR06145,Watermelon,24.96,4122.15,0.73,0.52,0.14,0.21,1,0.34,0.19,0.19,0.61,Local
FR06146,Orange,7.62,160.83,0.51,0.57,0.17,0.35,0,0.1,0.19,0.07,4.74,Local
FR06147,Grapes,1.87,6.27,0.52,0.46,0.88,0.36,0,0.34,0.81,0.26,29.86,Local
FR06148,Banana,16.19,125.1,0.63,0.87,0.33,0.29,1,0.7,0.93,0.44,12.94,Local
FR06149,Apple,8.81,158.15,0.47,0.04,0.67,0.75,2,0.25,0.89,0.35,5.57,Reject
FR06150,Strawberry,3.42,15.71,0.3,0.61,0.86,0.84,1,0.18,0.83,0.27,21.77,Local
FR06151,Apple,9.3,155.92,0.32,0.87,0.97,0.32,1,0.26,0.58,0.25,5.97,Local
FR06152,Orange,7.98,165.14,0.55,0.04,0.21,0.85,1,0.55,0.11,0.24,4.83,Reject
FR06153,Banana,16.64,116.44,0.39,0.5,0.12,0.73,1,0.87,0.34,0.38,14.29,Local
FR06154,Orange,8.7,124.86,0.32,0.59,0.74,0.44,3,0.13,0.28,0.25,6.97,Local
FR06155,Pear,11.3,159.89,0.9,0.19,0.19,0.7,1,0.14,0.25,0.14,7.07,Reject
FR06156,Pear,7.73,183.57,0.49,0.25,0.58,0.77,1,0.43,0.97,0.37,4.21,Reject
FR06157,Strawberry,4.43,14.27,0.65,0.79,0.53,0.56,0,0.13,0.15,0.07,31.03,Export
FR06158,Grapes,1.97,5.36,0.43,0.57,0.56,0.44,0,0.98,0.47,0.39,36.7,Local
FR06159,Peach,7.03,148.02,0.33,0.32,0.65,0.1,0,0.88,0.93,0.45,4.75,Reject
FR06160,Mango,10.05,227.51,0.82,0.76,0.85,0.0,2,0.06,0.06,0.13,4.42,Local
FR06161,Watermelon,24.55,4152.58,0.39,0.75,0.27,0.94,1,0.91,0.75,0.47,0.59,Local
FR06162,Orange,7.46,141.25,0.32,0.35,0.56,0.27,2,0.28,0.61,0.31,5.28,Reject
FR06163,Watermelon,23.59,5240.38,0.71,0.49,0.34,0.66,2,0.32,0.36,0.27,0.45,Local
FR06164,Strawberry,2.74,19.31,0.31,0.66,0.32,0.94,3,0.34,0.94,0.44,14.16,Local
FR06165,Watermelon,31.95,4185.42,0.61,0.34,0.02,0.82,0,0.07,0.34,0.09,0.76,Reject
FR06166,Watermelon,28.86,5040.99,0.5,0.63,0.6,0.12,2,0.78,0.19,0.37,0.57,Local
FR06167,Apple,7.42,128.3,0.52,0.25,0.97,0.8,3,0.18,0.72,0.35,5.78,Reject
FR06168,Banana,18.3,146.16,0.3,0.29,0.76,0.73,1,0.21,0.33,0.18,12.52,Reject
FR06169,Grapes,1.91,4.94,0.98,0.31,0.24,0.33,0,0.77,0.29,0.29,38.6,Reject
FR06170,Mango,12.33,262.78,0.66,0.94,0.72,0.69,2,0.06,0.93,0.3,4.69,Local
FR06171,Banana,14.6,121.78,0.7,0.83,0.3,0.83,1,0.34,0.31,0.21,11.99,Export
FR06172,Apple,9.45,159.11,0.77,0.57,0.75,0.29,0,0.56,0.57,0.28,5.94,Local
FR06173,Watermelon,16.78,5291.16,0.86,0.56,0.85,0.87,2,0.12,0.65,0.27,0.32,Local
FR06174,Mango,10.74,181.41,0.73,0.06,0.33,0.08,0,0.43,0.49,0.22,5.92,Reject
FR06175,Apple,6.39,183.4,0.83,0.65,0.0,0.53,0,0.35,0.31,0.17,3.48,Local
FR06176,Apple,7.3,138.22,0.61,0.33,0.31,0.23,0,0.32,0.54,0.2,5.28,Reject
FR06177,Apple,7.97,144.54,0.56,0.61,0.21,0.73,0,0.27,0.4,0.16,5.51,Local
FR06178,Pear,9.11,174.53,0.88,0.84,0.62,0.17,0,0.34,0.04,0.11,5.22,Local
FR06179,Mango,9.42,230.83,0.91,0.05,0.29,0.34,0,0.39,0.31,0.18,4.08,Reject
FR06180,Apple,8.43,161.01,0.4,0.61,0.04,0.13,1,0.13,0.59,0.21,5.23,Local
FR06181,Peach,6.93,180.69,0.68,0.56,0.53,0.81,2,0.21,0.01,0.16,3.84,Local
FR06182,Watermelon,27.19,5639.33,0.78,0.21,0.87,0.13,1,0.91,0.65,0.45,0.48,Reject
FR06183,Mango,10.78,258.26,0.36,0.65,0.45,0.72,1,0.94,0.03,0.34,4.17,Local
FR06184,Pear,8.53,200.99,0.95,0.55,0.38,0.71,2,0.99,0.56,0.51,4.25,Local
FR06185,Orange,7.4,155.0,0.66,0.77,0.18,0.14,1,0.48,0.06,0.21,4.77,Local
FR06186,Orange,7.64,149.59,0.75,0.11,0.39,0.57,1,0.14,0.85,0.26,5.11,Reject
FR06187,Grapes,2.71,4.5,0.42,0.44,0.33,0.5,2,0.68,0.91,0.49,60.11,Local
FR06188,Pomegranate,8.27,309.15,0.49,1.0,0.99,0.59,3,0.94,0.61,0.55,2.68,Reject
FR06189,Peach,6.5,133.88,0.38,0.69,0.03,0.94,0,0.03,0.13,0.03,4.86,Local
FR06190,Orange,6.52,161.06,0.48,0.68,0.24,0.08,1,0.02,0.9,0.24,4.05,Local
FR06191,Pear,9.54,171.49,0.64,0.32,0.07,0.82,1,0.61,0.73,0.38,5.57,Reject
FR06192,Pomegranate,9.77,201.96,0.88,0.09,0.86,0.86,1,0.04,0.88,0.24,4.84,Reject
FR06193,Apple,7.32,155.92,0.67,0.95,0.42,0.13,0,0.39,0.46,0.21,4.7,Local
FR06194,Apple,6.87,118.03,0.47,0.11,0.8,0.66,1,0.38,0.42,0.25,5.82,Reject
FR06195,Strawberry,3.37,22.08,0.33,0.99,0.69,0.7,2,0.1,0.59,0.25,15.26,Local
FR06196,Watermelon,28.85,4589.53,0.74,0.13,0.93,0.55,2,0.75,0.46,0.41,0.63,Reject
FR06197,Pomegranate,9.79,306.73,0.59,0.17,0.02,0.5,0,0.11,0.17,0.07,3.19,Reject
FR06198,Watermelon,28.66,4737.36,0.99,0.31,0.21,0.32,3,0.27,0.83,0.4,0.6,Reject
FR06199,Pear,7.06,181.9,0.85,0.51,0.7,0.69,0,0.73,0.19,0.26,3.88,Local
FR06200,Peach,6.15,124.81,0.87,0.79,0.59,0.29,1,0.62,0.75,0.38,4.93,Local
FR06201,Pomegranate,8.67,265.77,0.31,0.97,0.69,0.46,1,0.47,0.89,0.37,3.26,Local
FR06202,Orange,7.63,165.82,0.84,0.36,0.58,0.86,1,0.05,0.53,0.17,4.6,Reject
FR06203,Peach,6.69,148.31,0.44,0.02,0.58,0.09,1,0.76,0.25,0.33,4.51,Reject
FR06204,Strawberry,3.51,22.81,0.71,0.62,0.93,0.53,0,0.83,0.02,0.25,15.37,Local
FR06205,Watermelon,24.43,4940.8,0.61,0.71,0.92,0.49,0,0.1,0.65,0.16,0.49,Local
FR06206,Watermelon,23.88,4878.31,0.7,0.4,0.04,0.38,2,0.99,0.55,0.51,0.49,Reject
FR06207,Peach,6.34,121.47,0.39,0.18,0.41,0.6,0,0.35,0.69,0.24,5.22,Reject
FR06208,Apple,8.74,134.0,0.62,0.31,0.51,0.02,3,0.42,0.95,0.47,6.53,Reject
FR06209,Watermelon,24.04,5761.51,0.33,0.66,0.36,0.49,1,0.41,0.45,0.26,0.42,Local
FR06210,Strawberry,3.35,22.49,0.33,0.49,0.05,0.49,0,0.63,0.67,0.32,14.91,Local
FR06211,Orange,6.97,126.35,0.76,0.74,0.47,0.52,1,0.57,0.14,0.25,5.51,Local
FR06212,Mango,8.89,299.23,0.97,0.22,0.98,0.21,1,0.56,0.14,0.25,2.97,Reject
FR06213,Orange,6.48,166.81,0.84,0.84,0.07,0.21,1,0.78,0.49,0.38,3.88,Local
FR06214,Orange,6.6,179.64,0.63,0.16,0.82,0.65,0,0.93,0.59,0.4,3.67,Reject
FR06215,Watermelon,31.62,3735.1,0.34,0.33,0.2,0.09,3,0.82,0.98,0.59,0.85,Reject
FR06216,Banana,15.66,133.92,0.33,0.59,0.58,0.31,0,0.72,0.57,0.33,11.69,Local
FR06217,Apple,8.49,178.65,0.41,0.74,0.39,0.83,2,0.05,0.92,0.3,4.75,Local
FR06218,Watermelon,23.28,6490.65,0.98,0.27,0.35,0.1,0,0.25,0.79,0.23,0.36,Reject
FR06219,Apple,8.11,130.79,0.58,0.95,0.87,0.47,0,0.1,0.9,0.21,6.2,Local
FR06220,Pear,8.73,147.5,0.89,0.71,0.97,0.67,0,0.85,0.86,0.43,5.92,Local
FR06221,Banana,21.44,108.11,0.79,0.22,0.39,0.14,3,0.65,0.54,0.45,19.83,Reject
FR06222,Watermelon,26.48,4647.0,0.72,0.73,0.64,0.31,1,0.03,0.0,0.06,0.57,Local
FR06223,Grapes,1.85,3.57,0.96,0.7,0.56,0.56,2,0.72,0.46,0.41,51.92,Local
